company_id,quarter,treated,post,employee_count,company_age_years,industry_biotech,industry_software,quarters_to_treatment,employee_growth
COMP_0004,6,1,0,14,4.123996234291639,0,0,-4,-0.26315789473684215
COMP_0004,7,1,0,18,4.373996234291639,0,0,-3,0.2857142857142858
COMP_0004,8,1,0,19,4.623996234291639,0,0,-2,0.05555555555555558
COMP_0004,9,1,0,21,4.873996234291639,0,0,-1,0.10526315789473695
COMP_0004,10,1,1,22,5.123996234291639,0,0,0,0.04761904761904767
COMP_0004,11,1,1,27,5.373996234291639,0,0,1,0.2272727272727273
COMP_0004,12,1,1,29,5.623996234291639,0,0,2,0.07407407407407418
COMP_0004,13,1,1,31,5.873996234291639,0,0,3,0.06896551724137923
COMP_0004,14,1,1,35,6.123996234291639,0,0,4,0.12903225806451624
COMP_0004,15,1,1,37,6.373996234291639,0,0,5,0.05714285714285716
COMP_0004,16,1,1,43,6.623996234291639,0,0,6,0.16216216216216206
COMP_0004,17,1,1,48,6.873996234291639,0,0,7,0.11627906976744184
COMP_0004,18,1,1,51,7.123996234291639,0,0,8,0.0625
COMP_0004,19,1,1,55,7.373996234291639,0,0,9,0.07843137254901955
COMP_0005,0,1,0,32,1.5407539078484507,0,0,-10,0.0
COMP_0005,1,1,0,29,1.7907539078484507,0,0,-9,-0.09375
COMP_0005,2,1,0,35,2.0407539078484507,0,0,-8,0.2068965517241379
COMP_0005,3,1,0,32,2.2907539078484507,0,0,-7,-0.08571428571428574
COMP_0005,4,1,0,30,2.5407539078484507,0,0,-6,-0.0625
COMP_0005,5,1,0,31,2.7907539078484507,0,0,-5,0.03333333333333344
COMP_0005,6,1,0,29,3.0407539078484507,0,0,-4,-0.06451612903225812
COMP_0005,7,1,0,32,3.2907539078484507,0,0,-3,0.10344827586206895
COMP_0005,8,1,0,28,3.5407539078484507,0,0,-2,-0.125
COMP_0005,9,1,0,35,3.7907539078484507,0,0,-1,0.25
COMP_0005,10,1,1,30,4.040753907848451,0,0,0,-0.1428571428571429
COMP_0005,11,1,1,39,4.290753907848451,0,0,1,0.30000000000000004
COMP_0005,12,1,1,40,4.540753907848451,0,0,2,0.02564102564102555
COMP_0005,13,1,1,44,4.790753907848451,0,0,3,0.10000000000000009
COMP_0005,14,1,1,48,5.040753907848451,0,0,4,0.09090909090909083
COMP_0005,15,1,1,56,5.290753907848451,0,0,5,0.16666666666666674
COMP_0005,16,1,1,53,5.540753907848451,0,0,6,-0.0535714285714286
COMP_0005,17,1,1,61,5.790753907848451,0,0,7,0.15094339622641506
COMP_0005,18,1,1,65,6.040753907848451,0,0,8,0.06557377049180335
COMP_0005,19,1,1,61,6.290753907848451,0,0,9,-0.06153846153846154
COMP_0006,0,1,0,11,8.93247513710992,1,0,-10,0.0
COMP_0006,1,1,0,16,9.18247513710992,1,0,-9,0.4545454545454546
COMP_0006,2,1,0,11,9.43247513710992,1,0,-8,-0.3125
COMP_0006,3,1,0,17,9.68247513710992,1,0,-7,0.5454545454545454
COMP_0006,4,1,0,15,9.93247513710992,1,0,-6,-0.11764705882352944
COMP_0006,5,1,0,16,10.18247513710992,1,0,-5,0.06666666666666665
COMP_0006,6,1,0,16,10.43247513710992,1,0,-4,0.0
COMP_0006,7,1,0,18,10.68247513710992,1,0,-3,0.125
COMP_0006,8,1,0,16,10.93247513710992,1,0,-2,-0.11111111111111116
COMP_0006,9,1,0,18,11.18247513710992,1,0,-1,0.125
COMP_0006,10,1,1,23,11.43247513710992,1,0,0,0.2777777777777777
COMP_0006,11,1,1,26,11.68247513710992,1,0,1,0.13043478260869557
COMP_0006,12,1,1,30,11.93247513710992,1,0,2,0.15384615384615374
COMP_0006,13,1,1,31,12.18247513710992,1,0,3,0.03333333333333344
COMP_0006,14,1,1,38,12.43247513710992,1,0,4,0.22580645161290325
COMP_0006,15,1,1,40,12.68247513710992,1,0,5,0.05263157894736836
COMP_0006,16,1,1,41,12.93247513710992,1,0,6,0.02499999999999991
COMP_0006,17,1,1,46,13.18247513710992,1,0,7,0.12195121951219523
COMP_0006,18,1,1,49,13.43247513710992,1,0,8,0.0652173913043479
COMP_0006,19,1,1,53,13.68247513710992,1,0,9,0.08163265306122458
COMP_0007,0,1,0,17,4.504252589517134,1,0,-10,0.0
COMP_0007,1,1,0,20,4.754252589517134,1,0,-9,0.17647058823529416
COMP_0007,2,1,0,18,5.004252589517134,1,0,-8,-0.09999999999999998
COMP_0007,3,1,0,21,5.254252589517134,1,0,-7,0.16666666666666674
COMP_0007,4,1,0,21,5.504252589517134,1,0,-6,0.0
COMP_0007,5,1,0,21,5.754252589517134,1,0,-5,0.0
COMP_0007,6,1,0,23,6.004252589517134,1,0,-4,0.09523809523809534
COMP_0007,7,1,0,26,6.254252589517134,1,0,-3,0.13043478260869557
COMP_0007,8,1,0,25,6.504252589517134,1,0,-2,-0.038461538461538436
COMP_0007,9,1,0,27,6.754252589517134,1,0,-1,0.08000000000000007
COMP_0007,10,1,1,33,7.004252589517134,1,0,0,0.22222222222222232
COMP_0007,11,1,1,35,7.254252589517134,1,0,1,0.06060606060606055
COMP_0007,12,1,1,34,7.504252589517134,1,0,2,-0.02857142857142858
COMP_0007,13,1,1,42,7.754252589517134,1,0,3,0.23529411764705888
COMP_0007,14,1,1,45,8.004252589517133,1,0,4,0.0714285714285714
COMP_0007,15,1,1,53,8.254252589517133,1,0,5,0.1777777777777778
COMP_0007,16,1,1,55,8.504252589517133,1,0,6,0.037735849056603765
COMP_0007,17,1,1,56,8.754252589517133,1,0,7,0.018181818181818077
COMP_0007,18,1,1,63,9.004252589517133,1,0,8,0.125
COMP_0007,19,1,1,66,9.254252589517133,1,0,9,0.04761904761904767
COMP_0008,0,1,0,16,1.0081192097604483,1,0,-10,0.0
COMP_0008,1,1,0,22,1.2581192097604483,1,0,-9,0.375
COMP_0008,2,1,0,20,1.5081192097604483,1,0,-8,-0.09090909090909094
COMP_0008,3,1,0,25,1.7581192097604483,1,0,-7,0.25
COMP_0008,4,1,0,23,2.0081192097604483,1,0,-6,-0.07999999999999996
COMP_0008,5,1,0,27,2.2581192097604483,1,0,-5,0.17391304347826098
COMP_0008,6,1,0,25,2.5081192097604483,1,0,-4,-0.07407407407407407
COMP_0008,7,1,0,27,2.7581192097604483,1,0,-3,0.08000000000000007
COMP_0008,8,1,0,25,3.0081192097604483,1,0,-2,-0.07407407407407407
COMP_0008,9,1,0,28,3.2581192097604483,1,0,-1,0.1200000000000001
COMP_0008,10,1,1,27,3.5081192097604483,1,0,0,-0.0357142857142857
COMP_0008,11,1,1,34,3.7581192097604483,1,0,1,0.2592592592592593
COMP_0008,12,1,1,35,4.008119209760448,1,0,2,0.02941176470588225
COMP_0008,13,1,1,40,4.258119209760448,1,0,3,0.1428571428571428
COMP_0008,14,1,1,44,4.508119209760448,1,0,4,0.10000000000000009
COMP_0008,15,1,1,51,4.758119209760448,1,0,5,0.15909090909090917
COMP_0008,16,1,1,53,5.008119209760448,1,0,6,0.03921568627450989
COMP_0008,17,1,1,58,5.258119209760448,1,0,7,0.09433962264150941
COMP_0008,18,1,1,61,5.508119209760448,1,0,8,0.051724137931034475
COMP_0008,19,1,1,67,5.758119209760448,1,0,9,0.09836065573770503
COMP_0009,0,1,0,10,5.57773102080461,0,0,-10,0.0
COMP_0009,1,1,0,11,5.82773102080461,0,0,-9,0.10000000000000009
COMP_0009,2,1,0,10,6.07773102080461,0,0,-8,-0.09090909090909094
COMP_0009,3,1,0,14,6.32773102080461,0,0,-7,0.3999999999999999
COMP_0009,4,1,0,14,6.57773102080461,0,0,-6,0.0
COMP_0009,5,1,0,13,6.82773102080461,0,0,-5,-0.0714285714285714
COMP_0009,6,1,0,12,7.07773102080461,0,0,-4,-0.07692307692307687
COMP_0009,7,1,0,11,7.32773102080461,0,0,-3,-0.08333333333333337
COMP_0009,8,1,0,13,7.57773102080461,0,0,-2,0.18181818181818188
COMP_0009,9,1,0,11,7.82773102080461,0,0,-1,-0.15384615384615385
COMP_0009,10,1,1,17,8.07773102080461,0,0,0,0.5454545454545454
COMP_0009,11,1,1,23,8.32773102080461,0,0,1,0.3529411764705883
COMP_0009,12,1,1,26,8.57773102080461,0,0,2,0.13043478260869557
COMP_0009,13,1,1,34,8.82773102080461,0,0,3,0.3076923076923077
COMP_0009,14,1,1,32,9.07773102080461,0,0,4,-0.05882352941176472
COMP_0009,15,1,1,36,9.32773102080461,0,0,5,0.125
COMP_0009,16,1,1,42,9.57773102080461,0,0,6,0.16666666666666674
COMP_0009,17,1,1,40,9.82773102080461,0,0,7,-0.04761904761904767
COMP_0009,18,1,1,45,10.07773102080461,0,0,8,0.125
COMP_0009,19,1,1,53,10.32773102080461,0,0,9,0.1777777777777778
COMP_0010,0,1,0,9,1.6989957632280737,0,0,-10,0.0
COMP_0010,1,1,0,9,1.9489957632280737,0,0,-9,0.0
COMP_0010,2,1,0,8,2.1989957632280737,0,0,-8,-0.11111111111111116
COMP_0010,3,1,0,11,2.4489957632280737,0,0,-7,0.375
COMP_0010,4,1,0,9,2.6989957632280737,0,0,-6,-0.18181818181818177
COMP_0010,5,1,0,11,2.9489957632280737,0,0,-5,0.22222222222222232
COMP_0010,6,1,0,9,3.1989957632280737,0,0,-4,-0.18181818181818177
COMP_0010,7,1,0,11,3.4489957632280737,0,0,-3,0.22222222222222232
COMP_0010,8,1,0,16,3.6989957632280737,0,0,-2,0.4545454545454546
COMP_0010,9,1,0,11,3.9489957632280737,0,0,-1,-0.3125
COMP_0010,10,1,1,15,4.198995763228074,0,0,0,0.36363636363636354
COMP_0010,11,1,1,18,4.448995763228074,0,0,1,0.19999999999999996
COMP_0010,12,1,1,22,4.698995763228074,0,0,2,0.22222222222222232
COMP_0010,13,1,1,26,4.948995763228074,0,0,3,0.18181818181818188
COMP_0010,14,1,1,29,5.198995763228074,0,0,4,0.11538461538461542
COMP_0010,15,1,1,32,5.448995763228074,0,0,5,0.10344827586206895
COMP_0010,16,1,1,34,5.698995763228074,0,0,6,0.0625
COMP_0010,17,1,1,38,5.948995763228074,0,0,7,0.11764705882352944
COMP_0010,18,1,1,41,6.198995763228074,0,0,8,0.07894736842105265
COMP_0010,19,1,1,41,6.448995763228074,0,0,9,0.0
COMP_0011,0,1,0,29,5.2924412564068755,0,0,-10,0.0
COMP_0011,1,1,0,26,5.5424412564068755,0,0,-9,-0.10344827586206895
COMP_0011,2,1,0,23,5.7924412564068755,0,0,-8,-0.11538461538461542
COMP_0011,3,1,0,26,6.0424412564068755,0,0,-7,0.13043478260869557
COMP_0011,4,1,0,23,6.2924412564068755,0,0,-6,-0.11538461538461542
COMP_0011,5,1,0,26,6.5424412564068755,0,0,-5,0.13043478260869557
COMP_0011,6,1,0,24,6.7924412564068755,0,0,-4,-0.07692307692307687
COMP_0011,7,1,0,28,7.0424412564068755,0,0,-3,0.16666666666666674
COMP_0011,8,1,0,25,7.2924412564068755,0,0,-2,-0.1071428571428571
COMP_0011,9,1,0,30,7.5424412564068755,0,0,-1,0.19999999999999996
COMP_0011,10,1,1,34,7.7924412564068755,0,0,0,0.1333333333333333
COMP_0011,11,1,1,35,8.042441256406875,0,0,1,0.02941176470588225
COMP_0011,12,1,1,40,8.292441256406875,0,0,2,0.1428571428571428
COMP_0011,13,1,1,42,8.542441256406875,0,0,3,0.050000000000000044
COMP_0011,14,1,1,48,8.792441256406875,0,0,4,0.1428571428571428
COMP_0011,15,1,1,49,9.042441256406875,0,0,5,0.02083333333333326
COMP_0011,16,1,1,56,9.292441256406875,0,0,6,0.1428571428571428
COMP_0011,17,1,1,54,9.542441256406875,0,0,7,-0.0357142857142857
COMP_0011,18,1,1,59,9.792441256406875,0,0,8,0.09259259259259256
COMP_0011,19,1,1,63,10.042441256406875,0,0,9,0.06779661016949157
COMP_0012,0,1,0,12,5.1929200912658695,0,1,-10,0.0
COMP_0012,1,1,0,13,5.4429200912658695,0,1,-9,0.08333333333333326
COMP_0012,2,1,0,13,5.6929200912658695,0,1,-8,0.0
COMP_0012,3,1,0,12,5.9429200912658695,0,1,-7,-0.07692307692307687
COMP_0012,4,1,0,8,6.1929200912658695,0,1,-6,-0.33333333333333337
COMP_0012,5,1,0,14,6.4429200912658695,0,1,-5,0.75
COMP_0012,6,1,0,16,6.6929200912658695,0,1,-4,0.1428571428571428
COMP_0012,7,1,0,21,6.9429200912658695,0,1,-3,0.3125
COMP_0012,8,1,0,15,7.1929200912658695,0,1,-2,-0.2857142857142857
COMP_0012,9,1,0,15,7.4429200912658695,0,1,-1,0.0
COMP_0012,10,1,1,21,7.6929200912658695,0,1,0,0.3999999999999999
COMP_0012,11,1,1,23,7.9429200912658695,0,1,1,0.09523809523809534
COMP_0012,12,1,1,30,8.192920091265869,0,1,2,0.30434782608695654
COMP_0012,13,1,1,29,8.442920091265869,0,1,3,-0.033333333333333326
COMP_0012,14,1,1,34,8.692920091265869,0,1,4,0.17241379310344818
COMP_0012,15,1,1,40,8.942920091265869,0,1,5,0.17647058823529416
COMP_0012,16,1,1,42,9.192920091265869,0,1,6,0.050000000000000044
COMP_0012,17,1,1,47,9.442920091265869,0,1,7,0.11904761904761907
COMP_0012,18,1,1,48,9.692920091265869,0,1,8,0.02127659574468077
COMP_0012,19,1,1,55,9.942920091265869,0,1,9,0.14583333333333326
COMP_0013,0,1,0,33,0.6279815160960992,0,1,-10,0.0
COMP_0013,1,1,0,34,0.8779815160960992,0,1,-9,0.030303030303030276
COMP_0013,2,1,0,40,1.1279815160960993,0,1,-8,0.17647058823529416
COMP_0013,3,1,0,38,1.3779815160960993,0,1,-7,-0.050000000000000044
COMP_0013,4,1,0,40,1.6279815160960993,0,1,-6,0.05263157894736836
COMP_0013,5,1,0,39,1.8779815160960993,0,1,-5,-0.025000000000000022
COMP_0013,6,1,0,39,2.1279815160960993,0,1,-4,0.0
COMP_0013,7,1,0,37,2.3779815160960993,0,1,-3,-0.05128205128205132
COMP_0013,8,1,0,40,2.6279815160960993,0,1,-2,0.08108108108108114
COMP_0013,9,1,0,44,2.8779815160960993,0,1,-1,0.10000000000000009
COMP_0013,10,1,1,45,3.1279815160960993,0,1,0,0.022727272727272707
COMP_0013,11,1,1,49,3.3779815160960993,0,1,1,0.0888888888888888
COMP_0013,12,1,1,53,3.6279815160960993,0,1,2,0.08163265306122458
COMP_0013,13,1,1,53,3.8779815160960993,0,1,3,0.0
COMP_0013,14,1,1,60,4.127981516096099,0,1,4,0.13207547169811318
COMP_0013,15,1,1,61,4.377981516096099,0,1,5,0.016666666666666607
COMP_0013,16,1,1,65,4.627981516096099,0,1,6,0.06557377049180335
COMP_0013,17,1,1,73,4.877981516096099,0,1,7,0.12307692307692308
COMP_0013,18,1,1,74,5.127981516096099,0,1,8,0.013698630136986356
COMP_0013,19,1,1,75,5.377981516096099,0,1,9,0.013513513513513598
COMP_0014,0,1,0,35,3.623351485020507,1,0,-10,0.0
COMP_0014,1,1,0,35,3.873351485020507,1,0,-9,0.0
COMP_0014,2,1,0,39,4.123351485020507,1,0,-8,0.11428571428571432
COMP_0014,3,1,0,37,4.373351485020507,1,0,-7,-0.05128205128205132
COMP_0014,4,1,0,42,4.623351485020507,1,0,-6,0.1351351351351351
COMP_0014,5,1,0,35,4.873351485020507,1,0,-5,-0.16666666666666663
COMP_0014,6,1,0,39,5.123351485020507,1,0,-4,0.11428571428571432
COMP_0014,7,1,0,38,5.373351485020507,1,0,-3,-0.02564102564102566
COMP_0014,8,1,0,39,5.623351485020507,1,0,-2,0.026315789473684292
COMP_0014,9,1,0,40,5.873351485020507,1,0,-1,0.02564102564102555
COMP_0014,10,1,1,43,6.123351485020507,1,0,0,0.07499999999999996
COMP_0014,11,1,1,52,6.373351485020507,1,0,1,0.20930232558139528
COMP_0014,12,1,1,55,6.623351485020507,1,0,2,0.05769230769230771
COMP_0014,13,1,1,56,6.873351485020507,1,0,3,0.018181818181818077
COMP_0014,14,1,1,58,7.123351485020507,1,0,4,0.03571428571428581
COMP_0014,15,1,1,62,7.373351485020507,1,0,5,0.06896551724137923
COMP_0014,16,1,1,68,7.623351485020507,1,0,6,0.09677419354838701
COMP_0014,17,1,1,71,7.873351485020507,1,0,7,0.044117647058823595
COMP_0014,18,1,1,74,8.123351485020507,1,0,8,0.04225352112676051
COMP_0014,19,1,1,79,8.373351485020507,1,0,9,0.06756756756756754
COMP_0015,0,1,0,31,1.0301889294426672,0,0,-10,0.0
COMP_0015,1,1,0,30,1.2801889294426672,0,0,-9,-0.032258064516129004
COMP_0015,2,1,0,29,1.5301889294426672,0,0,-8,-0.033333333333333326
COMP_0015,3,1,0,29,1.7801889294426672,0,0,-7,0.0
COMP_0015,4,1,0,33,2.030188929442667,0,0,-6,0.13793103448275867
COMP_0015,5,1,0,38,2.280188929442667,0,0,-5,0.1515151515151516
COMP_0015,6,1,0,32,2.530188929442667,0,0,-4,-0.1578947368421053
COMP_0015,7,1,0,37,2.780188929442667,0,0,-3,0.15625
COMP_0015,8,1,0,34,3.030188929442667,0,0,-2,-0.08108108108108103
COMP_0015,9,1,0,36,3.280188929442667,0,0,-1,0.05882352941176472
COMP_0015,10,1,1,42,3.530188929442667,0,0,0,0.16666666666666674
COMP_0015,11,1,1,43,3.780188929442667,0,0,1,0.023809523809523725
COMP_0015,12,1,1,48,4.030188929442668,0,0,2,0.11627906976744184
COMP_0015,13,1,1,52,4.280188929442668,0,0,3,0.08333333333333326
COMP_0015,14,1,1,54,4.530188929442668,0,0,4,0.03846153846153855
COMP_0015,15,1,1,61,4.780188929442668,0,0,5,0.12962962962962954
COMP_0015,16,1,1,63,5.030188929442668,0,0,6,0.032786885245901676
COMP_0015,17,1,1,64,5.280188929442668,0,0,7,0.015873015873015817
COMP_0015,18,1,1,69,5.530188929442668,0,0,8,0.078125
COMP_0015,19,1,1,68,5.780188929442668,0,0,9,-0.01449275362318836
COMP_0016,0,1,0,59,1.0592983309636022,1,0,-10,0.0
COMP_0016,1,1,0,62,1.3092983309636022,1,0,-9,0.05084745762711873
COMP_0016,2,1,0,58,1.5592983309636022,1,0,-8,-0.06451612903225812
COMP_0016,3,1,0,62,1.8092983309636022,1,0,-7,0.06896551724137923
COMP_0016,4,1,0,62,2.0592983309636024,1,0,-6,0.0
COMP_0016,5,1,0,61,2.3092983309636024,1,0,-5,-0.016129032258064502
COMP_0016,6,1,0,66,2.5592983309636024,1,0,-4,0.08196721311475419
COMP_0016,7,1,0,63,2.8092983309636024,1,0,-3,-0.045454545454545414
COMP_0016,8,1,0,68,3.0592983309636024,1,0,-2,0.0793650793650793
COMP_0016,9,1,0,62,3.3092983309636024,1,0,-1,-0.08823529411764708
COMP_0016,10,1,1,68,3.5592983309636024,1,0,0,0.09677419354838701
COMP_0016,11,1,1,72,3.8092983309636024,1,0,1,0.05882352941176472
COMP_0016,12,1,1,76,4.059298330963602,1,0,2,0.05555555555555558
COMP_0016,13,1,1,81,4.309298330963602,1,0,3,0.06578947368421062
COMP_0016,14,1,1,90,4.559298330963602,1,0,4,0.11111111111111116
COMP_0016,15,1,1,88,4.809298330963602,1,0,5,-0.022222222222222254
COMP_0016,16,1,1,91,5.059298330963602,1,0,6,0.03409090909090917
COMP_0016,17,1,1,93,5.309298330963602,1,0,7,0.0219780219780219
COMP_0016,18,1,1,95,5.559298330963602,1,0,8,0.021505376344086002
COMP_0016,19,1,1,105,5.809298330963602,1,0,9,0.10526315789473695
COMP_0017,0,1,0,17,1.0544144174424233,0,0,-10,0.0
COMP_0017,1,1,0,25,1.3044144174424233,0,0,-9,0.47058823529411775
COMP_0017,2,1,0,22,1.5544144174424233,0,0,-8,-0.12
COMP_0017,3,1,0,22,1.8044144174424233,0,0,-7,0.0
COMP_0017,4,1,0,23,2.0544144174424233,0,0,-6,0.045454545454545414
COMP_0017,5,1,0,24,2.3044144174424233,0,0,-5,0.04347826086956519
COMP_0017,6,1,0,23,2.5544144174424233,0,0,-4,-0.04166666666666663
COMP_0017,7,1,0,22,2.8044144174424233,0,0,-3,-0.04347826086956519
COMP_0017,8,1,0,25,3.0544144174424233,0,0,-2,0.13636363636363646
COMP_0017,9,1,0,27,3.3044144174424233,0,0,-1,0.08000000000000007
COMP_0017,10,1,1,30,3.5544144174424233,0,0,0,0.11111111111111116
COMP_0017,11,1,1,32,3.8044144174424233,0,0,1,0.06666666666666665
COMP_0017,12,1,1,37,4.054414417442423,0,0,2,0.15625
COMP_0017,13,1,1,45,4.304414417442423,0,0,3,0.21621621621621623
COMP_0017,14,1,1,48,4.554414417442423,0,0,4,0.06666666666666665
COMP_0017,15,1,1,51,4.804414417442423,0,0,5,0.0625
COMP_0017,16,1,1,56,5.054414417442423,0,0,6,0.0980392156862746
COMP_0017,17,1,1,56,5.304414417442423,0,0,7,0.0
COMP_0017,18,1,1,61,5.554414417442423,0,0,8,0.08928571428571419
COMP_0017,19,1,1,67,5.804414417442423,0,0,9,0.09836065573770503
COMP_0018,0,1,0,26,3.8791580218067168,1,0,-10,0.0
COMP_0018,1,1,0,29,4.129158021806717,1,0,-9,0.11538461538461542
COMP_0018,2,1,0,27,4.379158021806717,1,0,-8,-0.06896551724137934
COMP_0018,3,1,0,26,4.629158021806717,1,0,-7,-0.03703703703703709
COMP_0018,4,1,0,32,4.879158021806717,1,0,-6,0.23076923076923084
