company_id,employee_count_baseline,company_age_years,industry_biotech,industry_software,location_boston,location_sf,location_nyc,prior_funding,growth_rate_6mo_prior,propensity_score_true,treated,funding_amount,y0_counterfactual,y1_counterfactual,employee_growth_12mo
COMP_0027,16,0.7423624745416618,0,0,0,0,1,0,0.17798532092931288,0.25228000106108484,0,0.0,0.24140644058110336,0.44140644058110334,0.24140644058110336
COMP_0028,7,11.17230842830228,1,0,0,0,1,1,0.380322676081578,0.294669427678213,0,0.0,0.3250189929252741,0.5250189929252741,0.3250189929252741
COMP_0029,9,1.232469372994288,1,0,1,0,0,1,0.1629558412535899,0.46551287646413175,1,5440566.525951975,0.4692230070588074,0.6692230070588074,0.6692230070588074
COMP_0030,7,0.6031113119365586,0,1,0,0,1,0,0.1414872258386573,0.25094781688693235,1,12636131.681960128,0.32338950380784937,0.5233895038078493,0.5233895038078493
COMP_0031,53,4.677639292783042,1,0,0,0,1,0,0.10128341212365248,0.31559080338475587,0,0.0,0.18042874237471118,0.3804287423747112,0.18042874237471118
COMP_0032,12,3.225048616024556,1,0,0,1,0,1,-0.13563221856888683,0.29979015884484816,1,5570276.757095919,0.30027743618884684,0.5002774361888469,0.5002774361888469
COMP_0033,5,2.0686353261703014,0,1,0,1,0,0,0.3033359403565522,0.2854960609946748,0,0.0,0.3368592021232512,0.5368592021232512,0.3368592021232512
COMP_0034,23,2.431494897346862,0,0,0,1,0,1,0.008371354029240136,0.3130801228603479,0,0.0,0.11788214895273705,0.31788214895273703,0.11788214895273705
COMP_0035,5,3.810356819186899,1,0,0,1,0,0,0.17567248845745254,0.241063206480605,0,0.0,0.23982745893249016,0.4398274589324902,0.23982745893249016
COMP_0036,14,0.7780798370601202,1,0,0,1,0,1,-0.134455145985688,0.364704901189392,0,0.0,0.2854996165391074,0.4854996165391074,0.2854996165391074
COMP_0037,5,15.0,1,0,0,0,1,0,-0.07691894967616705,0.05360556599095092,0,0.0,0.006348377620348719,0.20634837762034874,0.006348377620348719
COMP_0038,5,11.041919933670284,0,0,0,0,0,0,0.31526310988333534,0.07650322576351819,0,0.0,0.053008407188554145,0.25300840718855416,0.053008407188554145
COMP_0039,14,3.1522592703976704,0,1,0,0,1,1,0.04790465665632357,0.32569977788033805,0,0.0,0.12158737942676794,0.32158737942676796,0.12158737942676794
COMP_0040,21,0.66771533540668,0,0,0,1,0,0,0.3179913214063817,0.35036569172041476,0,0.0,0.3399616145613352,0.5399616145613353,0.3399616145613352
COMP_0041,13,3.420443385826106,1,0,1,0,0,0,0.08826540114122233,0.2697229367150184,0,0.0,0.2638923903202374,0.46389239032023744,0.2638923903202374
COMP_0042,11,0.5,0,1,0,0,1,0,-0.17628466594367861,0.1703426552949506,1,5729019.58433961,0.17204884924078753,0.3720488492407875,0.3720488492407875
COMP_0043,9,0.5,1,0,0,1,0,0,0.23381013995975808,0.37210138687133265,0,0.0,0.4674834533527084,0.6674834533527084,0.4674834533527084
COMP_0044,5,0.8939362594166896,0,1,0,0,0,0,0.011516152336658841,0.14386780413630224,0,0.0,0.31471443887966055,0.5147144388796605,0.31471443887966055
COMP_0045,6,1.863165905620317,0,0,0,0,1,0,0.20480332202755652,0.19167203612685701,0,0.0,0.15315451815273015,0.35315451815273013,0.15315451815273015
COMP_0046,8,6.0810597755725215,0,1,0,0,0,0,0.10378163013101233,0.12166996373415105,0,0.0,0.0890715261528585,0.2890715261528585,0.0890715261528585
COMP_0047,28,3.896708936453667,0,0,0,1,0,0,-0.13146773419143054,0.14767613121191442,0,0.0,-0.011219098399440838,0.18878090160055916,-0.011219098399440838
COMP_0048,16,4.072613714247966,0,0,0,0,1,1,0.12464421480558537,0.28369703443463645,0,0.0,0.2660128658877203,0.4660128658877203,0.2660128658877203
COMP_0049,5,1.6627307382222416,1,0,0,1,0,0,0.42943347132291987,0.3954225707630972,1,7294492.972448083,0.5694951637228356,0.7694951637228356,0.7694951637228356
COMP_0050,15,1.2736455980684478,0,0,0,0,0,0,0.1739479687771689,0.1873908711890248,0,0.0,0.18967858476962834,0.38967858476962836,0.18967858476962834
COMP_0051,8,1.3910569516418911,1,0,0,0,1,0,0.09137233704918053,0.2625941840983706,0,0.0,0.2353791547311334,0.4353791547311334,0.2353791547311334
COMP_0052,7,13.182191674549513,0,1,0,1,0,0,0.26130151029353466,0.11796506922494442,1,6243587.900569269,0.2570141278068744,0.4570141278068744,0.4570141278068744
COMP_0053,19,0.5,1,0,0,1,0,0,0.13160026978046663,0.3767260774941259,1,7603336.648351576,0.3926402830253518,0.5926402830253519,0.5926402830253519
COMP_0054,27,6.052928975267216,1,0,0,1,0,0,0.13143013453941915,0.2781450318446904,0,0.0,0.27809541345057215,0.47809541345057216,0.27809541345057215
COMP_0055,25,2.5930552240579874,0,1,0,0,1,0,-0.06374377582386537,0.21063029805831462,1,8984581.465113612,0.045738492840603426,0.24573849284060345,0.24573849284060345
COMP_0056,6,1.7320472431039786,1,0,0,1,0,0,0.13507720386843974,0.27577386675746407,0,0.0,0.3751803383055187,0.5751803383055187,0.3751803383055187
COMP_0057,9,3.8757647024666113,0,1,0,0,1,0,0.2553165124625417,0.24642403230927074,1,15197977.140889987,0.16366992265807082,0.36366992265807085,0.36366992265807085
COMP_0058,15,2.000502910797642,0,1,0,1,0,0,-0.025409322815003688,0.22470522558342607,0,0.0,0.11350469607557197,0.31350469607557196,0.11350469607557197
COMP_0059,26,6.2007190238033,1,0,0,0,1,0,0.31367437318704217,0.3284300738324132,0,0.0,0.22935917650229443,0.42935917650229444,0.22935917650229443
COMP_0060,8,6.928885438861124,1,0,0,0,0,0,0.0862440963782311,0.1304974149999719,0,0.0,0.08813507284599931,0.2881350728459993,0.08813507284599931
COMP_0061,10,1.6430961040620744,0,1,0,0,0,0,-0.0331654267307811,0.14933009098507813,0,0.0,0.1647377887178826,0.36473778871788265,0.1647377887178826
COMP_0062,5,0.9723237212554258,1,0,0,0,0,0,0.24964481153803667,0.24691919874226329,0,0.0,0.18240766586195528,0.3824076658619553,0.18240766586195528
COMP_0063,5,2.692041365822728,0,0,0,1,0,1,0.05698086463925962,0.23641945515425847,0,0.0,0.32092752831035753,0.5209275283103576,0.32092752831035753
COMP_0064,23,7.303667818570797,0,1,1,0,0,0,0.21392723312291617,0.23832874241998414,0,0.0,0.3236211084886849,0.5236211084886849,0.3236211084886849
COMP_0065,36,0.7096826968500737,0,0,0,0,1,0,0.05623620516121943,0.25285554717548575,0,0.0,-0.0005982299020340365,0.19940177009796597,-0.0005982299020340365
COMP_0066,11,2.926264373098727,0,0,0,1,0,0,0.09102607847051446,0.18374082763266292,0,0.0,0.28970987722086994,0.48970987722086995,0.28970987722086994
COMP_0067,27,2.9954340006766302,0,1,0,0,1,0,0.17403403065014372,0.29677048012850377,0,0.0,0.17161043792440556,0.37161043792440557,0.17161043792440556
COMP_0068,16,3.9627900453805665,0,1,1,0,0,0,0.1436345586385009,0.2540299514975138,0,0.0,0.33162146346846544,0.5316214634684655,0.33162146346846544
COMP_0069,7,0.5,1,0,0,1,0,0,-0.19932976706776076,0.18772108688283926,0,0.0,0.19288254539680721,0.3928825453968072,0.19288254539680721
COMP_0070,16,3.7744947273813296,1,0,1,0,0,1,-0.06818656101415876,0.3358048145687574,1,8516500.982145837,0.23783892467720757,0.4378389246772076,0.4378389246772076
COMP_0071,41,7.191759618867735,0,0,0,0,0,0,0.23941149771862233,0.1643404165095087,0,0.0,0.12055536243501547,0.3205553624350155,0.12055536243501547
COMP_0072,11,0.5941936823404337,0,1,0,1,0,1,0.08017951166476792,0.40620124221718723,0,0.0,0.4653798041704308,0.6653798041704309,0.4653798041704308
COMP_0073,42,0.8136287750614859,0,0,0,0,1,0,0.021440304584286737,0.24653448230011088,0,0.0,0.055721441262815835,0.2557214412628158,0.055721441262815835
COMP_0074,5,10.662531116584535,0,0,1,0,0,0,-0.10378610228862115,0.05260056452578983,0,0.0,0.002113349750702688,0.2021133497507027,0.002113349750702688
COMP_0075,23,0.5989291642654737,0,0,0,0,1,0,-0.06196044819137725,0.19105562390647865,0,0.0,0.2547251960863861,0.4547251960863861,0.2547251960863861
COMP_0076,13,5.780369303269974,0,0,0,1,0,0,-0.2032697959942921,0.08988076047581264,0,0.0,0.0903681971655401,0.29036819716554013,0.0903681971655401
COMP_0077,9,2.0334628276606472,0,1,0,0,0,0,0.08480789219477007,0.17156685481421205,0,0.0,0.45769603753039906,0.6576960375303991,0.45769603753039906
COMP_0078,13,0.8519909099831113,1,0,0,0,0,0,0.010234362912842979,0.21496626915264547,0,0.0,0.18980874426762046,0.38980874426762047,0.18980874426762046
COMP_0079,5,6.138018005234547,0,1,0,1,0,0,-0.044988183647797275,0.11702112583194135,0,0.0,0.22106922781988428,0.4210692278198843,0.22106922781988428
COMP_0080,10,1.7680119766798672,1,0,0,0,0,1,0.08978148622480704,0.33038092537089275,0,0.0,0.2929691423521239,0.4929691423521239,0.2929691423521239
COMP_0081,16,2.1696896073033543,0,1,0,0,0,1,0.15459559462791073,0.3371543869825015,1,4525699.901742419,0.4295109405627619,0.6295109405627619,0.6295109405627619
COMP_0082,39,1.3352698775334235,0,0,0,0,0,0,0.4139796898314917,0.3303728689259056,0,0.0,0.32475319527108776,0.5247531952710878,0.32475319527108776
COMP_0083,8,2.6964640280552357,0,0,0,0,0,0,-0.12678251293448203,0.08322006568864926,0,0.0,0.02736455149565386,0.22736455149565388,0.02736455149565386
COMP_0084,6,0.5356718928528941,1,0,0,1,0,0,0.2739071564950783,0.3616464894329359,0,0.0,0.5173742398204169,0.7173742398204168,0.5173742398204169
COMP_0085,8,1.4882127190904206,1,0,0,0,1,0,0.2459652341522608,0.3245239546421684,0,0.0,0.2702600607940013,0.4702600607940013,0.2702600607940013
COMP_0086,25,10.461474125463432,0,1,1,0,0,0,-0.016863910906505075,0.12850834037574774,0,0.0,-0.0850588645132443,0.1149411354867557,-0.0850588645132443
COMP_0087,15,0.8957576412720185,1,0,1,0,0,0,0.13048539318790467,0.35064849042115803,0,0.0,0.26967481814336075,0.46967481814336076,0.26967481814336075
COMP_0088,7,3.207772153551308,0,0,0,0,0,0,0.03135501259935772,0.10208275096310053,0,0.0,0.1797489581181233,0.3797489581181233,0.1797489581181233
COMP_0089,18,1.1799726131667811,1,0,0,1,0,0,0.12785328706281085,0.35544739890112764,0,0.0,0.4656494552994595,0.6656494552994595,0.4656494552994595
COMP_0090,13,4.4546750721214945,1,0,0,0,0,1,0.3263696520106826,0.3957408950565695,1,17683270.378121737,0.3582167904661097,0.5582167904661097,0.5582167904661097
COMP_0091,26,0.5,1,0,0,0,0,0,0.19084093489469695,0.3338353024189112,0,0.0,0.4607370460614961,0.6607370460614961,0.4607370460614961
COMP_0092,6,10.5018313632732,0,1,0,0,0,1,0.1762912559850163,0.1467812244053652,0,0.0,0.002579977673063699,0.2025799776730637,0.002579977673063699
COMP_0093,9,1.8142527664942134,0,1,0,0,0,0,0.035453602006803656,0.1609264822407617,0,0.0,0.1655422847644091,0.3655422847644091,0.1655422847644091
COMP_0094,8,0.8077606304931607,1,0,0,1,0,0,-0.12260849973865026,0.21380161608036724,0,0.0,0.19673829119606487,0.39673829119606485,0.19673829119606487
COMP_0095,5,0.5,1,0,1,0,0,0,0.06872976841893882,0.26314050713507803,0,0.0,0.2821303437446645,0.4821303437446645,0.2821303437446645
COMP_0096,15,0.5581138203137818,0,1,0,1,0,0,0.28099122322958725,0.38191831480996646,1,6580034.74808015,0.38672415372160107,0.586724153721601,0.586724153721601
COMP_0097,15,2.2004950362887445,1,0,1,0,0,0,-0.12907517848844713,0.21997967861031054,0,0.0,0.26053162562908766,0.46053162562908767,0.26053162562908766
COMP_0098,12,1.2329552394155,0,0,1,0,0,0,-0.05826340522650425,0.1687727146803475,0,0.0,0.1124039158019193,0.3124039158019193,0.1124039158019193
COMP_0099,10,5.296229652366472,0,1,0,1,0,0,0.11894016043511023,0.19766268951285235,1,9710666.101060856,0.22858019075196767,0.4285801907519677,0.4285801907519677
COMP_0100,5,1.6910315720567772,1,0,0,0,0,0,-0.04769821772708935,0.1440972650578831,0,0.0,0.18868217155996456,0.38868217155996454,0.18868217155996456
COMP_0101,8,0.857907710927553,1,0,0,0,1,0,-0.018878517067281886,0.23152585931865494,0,0.0,0.13349586398221958,0.3334958639822196,0.13349586398221958
COMP_0102,9,2.8802967497204035,0,0,0,1,0,0,0.03646021274077345,0.1603075042137707,0,0.0,0.15758372696711997,0.35758372696712,0.15758372696711997
COMP_0103,6,3.6804678208780346,0,1,0,0,1,0,-0.1048426106285224,0.12562542883239416,0,0.0,0.09800524103359907,0.2980052410335991,0.09800524103359907
COMP_0104,10,0.5483158430575404,0,0,0,1,0,0,-0.04611827693245524,0.17417927713534914,0,0.0,0.16710416679550294,0.36710416679550295,0.16710416679550294
COMP_0105,16,0.5503958103922821,1,0,1,0,0,0,0.2055141875180963,0.39837642977942994,0,0.0,0.3620995916799358,0.5620995916799358,0.3620995916799358
COMP_0106,55,0.5,0,1,0,0,0,0,-0.09610546733464459,0.22443407466552012,0,0.0,0.20919849897980547,0.4091984989798055,0.20919849897980547
COMP_0107,14,3.999990362369502,1,0,0,0,1,1,-0.13968082017422565,0.2713777861254897,1,12501558.874147287,0.12728892006833925,0.32728892006833926,0.32728892006833926
COMP_0108,14,3.2701875754412972,0,1,0,0,0,0,0.005496253069915857,0.1513169627051433,0,0.0,0.3004567964124194,0.5004567964124194,0.3004567964124194
COMP_0109,11,1.9309625089058784,0,0,1,0,0,1,0.20979332537647688,0.3649041958234744,0,0.0,0.18232896978015523,0.38232896978015524,0.18232896978015523
COMP_0110,5,5.57697747202845,1,0,0,0,0,0,0.07046172880046658,0.12631480088623087,0,0.0,0.09064251035696896,0.290642510356969,0.09064251035696896
COMP_0111,11,4.914594963508054,1,0,0,0,1,0,0.030312838282657253,0.19600305273561483,1,11049556.619155584,0.44580855119324114,0.6458085511932412,0.6458085511932412
COMP_0112,12,2.6409930409077647,1,0,0,0,1,0,0.10665381962734106,0.2678967972556191,1,17282161.921616,0.14089159803173815,0.3408915980317382,0.3408915980317382
COMP_0113,87,6.081031879587008,1,0,0,0,1,0,-0.16185611492894778,0.21550721562690137,0,0.0,-0.047079469847749314,0.1529205301522507,-0.047079469847749314
COMP_0114,10,0.6914155511117206,1,0,0,0,0,0,0.1742058480662549,0.2630929581350066,0,0.0,0.3823275536343298,0.5823275536343298,0.3823275536343298
COMP_0115,15,0.5,1,0,0,0,1,1,0.15751525471054661,0.49436163145684436,1,12706156.816464052,0.1523746185178533,0.35237461851785334,0.35237461851785334
COMP_0116,11,0.9431034171843238,0,0,0,0,1,0,0.03860372888564182,0.18276368778219368,0,0.0,0.14703098494131006,0.34703098494131007,0.14703098494131006
COMP_0117,5,0.5,0,1,0,0,0,0,0.25088867676946247,0.22004721089930532,0,0.0,0.5310323423397748,0.7310323423397749,0.5310323423397748
COMP_0118,30,2.2725421285018315,1,0,0,0,0,0,-0.06912441484295578,0.2066654305410707,0,0.0,0.03641777309406255,0.23641777309406256,0.03641777309406255
COMP_0119,22,8.275143616205899,0,0,0,0,1,1,0.2691863489880354,0.2765121625627682,1,6500832.873940726,-0.025114356769191964,0.17488564323080805,0.17488564323080805
COMP_0120,22,0.5,1,0,0,0,1,0,0.12317404983928767,0.35977538620603877,1,29721365.96676009,0.1502619242735284,0.3502619242735284,0.3502619242735284
COMP_0121,5,0.5,0,0,0,1,0,0,0.049517111518274,0.17248250995998865,0,0.0,0.3057371805663492,0.5057371805663492,0.3057371805663492
COMP_0122,37,1.8055297449057928,1,0,0,1,0,0,0.09701895469475327,0.3767796319065459,0,0.0,0.42128383810480896,0.6212838381048089,0.42128383810480896
COMP_0123,5,8.148625961627983,0,0,0,0,1,1,0.08391028512835874,0.14626376927697562,0,0.0,0.035427094245273946,0.23542709424527397,0.035427094245273946
COMP_0124,19,1.140076833170361,0,1,0,0,0,1,0.28304243446265753,0.4342354458479787,0,0.0,0.4481810673134271,0.6481810673134272,0.4481810673134271
COMP_0125,70,2.1231675113140356,0,0,0,0,0,0,-0.061501869120652,0.17353590989233014,0,0.0,0.264446387297151,0.464446387297151,0.264446387297151
COMP_0126,5,0.5,0,0,0,1,0,1,-0.014377885871989723,0.2505043180820262,1,11020441.039566452,0.4190778662185277,0.6190778662185277,0.6190778662185277
COMP_0127,7,0.5,1,0,0,0,1,1,0.2554454338108719,0.48616950708046097,0,0.0,0.36700374689691706,0.5670037468969171,0.36700374689691706
COMP_0128,13,12.944253253600136,0,0,0,1,0,0,0.010669759722421124,0.06890702545978605,0,0.0,-0.2691148393754176,-0.06911483937541757,-0.2
COMP_0129,8,10.067412923459727,1,0,0,0,0,0,0.23507996159973873,0.1286723416446617,0,0.0,0.06139024934653062,0.26139024934653066,0.06139024934653062
COMP_0130,5,0.5,1,0,0,0,0,0,0.3549153974513064,0.2978958488924392,0,0.0,0.3353801186113378,0.5353801186113378,0.3353801186113378
COMP_0131,12,9.097922396036445,1,0,0,0,1,1,0.03973074595875496,0.23417970445029396,0,0.0,0.11288903730281404,0.31288903730281403,0.11288903730281404
COMP_0132,5,3.057628840705503,0,1,0,0,0,0,0.2022043489862958,0.16540869318255988,0,0.0,0.2270376018038773,0.4270376018038773,0.2270376018038773
COMP_0133,17,6.073003700929532,1,0,0,0,1,1,-0.07305384220097877,0.26826481888392617,0,0.0,0.26953998233464693,0.46953998233464694,0.26953998233464693
COMP_0134,5,1.8194768072760286,0,1,0,0,1,0,0.21320999471017138,0.23636795804766358,1,9289781.008087764,0.40243168353164716,0.6024316835316472,0.6024316835316472
COMP_0135,42,2.1745082060933134,0,1,1,0,0,1,0.12991359789801507,0.4909203134131724,1,16192494.048397467,0.31868460582769514,0.5186846058276952,0.5186846058276952
COMP_0136,6,2.01325649852658,0,0,0,0,1,0,0.17095574232403227,0.17918391647896173,0,0.0,0.30588324925654375,0.5058832492565437,0.30588324925654375
COMP_0137,9,3.29761571119675,0,0,0,0,1,0,0.0031641891946907613,0.1342066103164641,0,0.0,0.14305174389041245,0.3430517438904125,0.14305174389041245
COMP_0138,23,0.5,0,1,0,0,1,1,-0.14916251233507585,0.33011239440476914,1,11328374.158778444,0.22814053451151828,0.4281405345115183,0.4281405345115183
COMP_0139,5,0.5,1,0,0,1,0,1,0.17548780971242572,0.44616128429518104,0,0.0,0.4869439187203076,0.6869439187203077,0.4869439187203076
COMP_0140,14,1.1042042640413428,1,0,0,0,0,1,-0.20951047287191818,0.24273845052596876,0,0.0,0.20772750369035,0.40772750369035005,0.20772750369035
COMP_0141,34,3.659095042622518,1,0,1,0,0,0,0.05239742616361979,0.3093400367464923,0,0.0,0.4488217925689354,0.6488217925689355,0.4488217925689354
COMP_0142,5,0.6763891633098311,1,0,0,0,1,0,0.24117727996299546,0.3095010467620035,1,12209315.05458722,0.18519639116388664,0.38519639116388665,0.38519639116388665
COMP_0143,14,3.357355227995937,1,0,0,0,1,0,0.12878466038095543,0.27161403631531084,0,0.0,0.18924024297941422,0.38924024297941423,0.18924024297941422
COMP_0144,14,10.510891170687628,1,0,0,0,1,0,0.392251396718472,0.23597599505990408,0,0.0,0.19042141887439376,0.39042141887439374,0.19042141887439376
COMP_0145,22,0.5,0,0,0,0,1,0,0.253766372887266,0.30679318812934847,1,34767293.1313398,0.3163622427342886,0.5163622427342887,0.5163622427342887
COMP_0146,5,3.3497372517136084,0,1,0,1,0,0,0.0019152417511635461,0.16133723599267644,0,0.0,0.3266617795008432,0.5266617795008433,0.3266617795008432
COMP_0147,5,1.7596135192715208,1,0,1,0,0,0,0.1040970069777158,0.252573068253213,0,0.0,0.2801010548063812,0.4801010548063812,0.2801010548063812
COMP_0148,18,6.07809486658055,0,1,0,0,1,1,0.09289439461833461,0.29840406211043036,0,0.0,0.0622766131440638,0.2622766131440638,0.0622766131440638
COMP_0149,15,0.5849432971759314,1,0,0,0,1,0,-0.13732651450191907,0.22780760533464373,1,8714814.37155786,0.27470241991223626,0.4747024199122363,0.4747024199122363
COMP_0150,14,3.5390696291410615,0,1,1,0,0,0,-0.04105983747265299,0.19087889417861326,0,0.0,0.25468112233846657,0.4546811223384666,0.25468112233846657
COMP_0151,16,5.462612584792937,0,1,0,0,1,0,0.015885863953020968,0.17041161033120572,1,8530983.433315625,-0.059357884830193164,0.14064211516980685,0.14064211516980685
COMP_0152,7,8.68029716214082,0,1,0,0,1,0,-0.20543307542839048,0.06945296756379747,0,0.0,-0.026700485290699398,0.1732995147093006,-0.026700485290699398
COMP_0153,14,3.4489087049538663,0,1,0,0,1,0,0.10712402023774645,0.2246230505462113,0,0.0,0.051247824224144006,0.25124782422414405,0.051247824224144006
COMP_0154,15,2.062537837834619,0,0,0,0,0,1,0.0626392233020439,0.23711531958506274,1,10600215.689746344,0.14442032482494102,0.344420324824941,0.344420324824941
COMP_0155,6,2.8858045666528245,0,0,1,0,0,1,-0.1509340851967361,0.17466481614313412,0,0.0,0.039546976584249605,0.23954697658424962,0.039546976584249605
COMP_0156,54,6.095498728103734,0,1,1,0,0,1,0.16063192979159982,0.42761445775324947,0,0.0,0.35315910764440656,0.5531591076444066,0.35315910764440656
COMP_0157,17,2.5361672762070175,0,1,0,0,0,1,0.20738091170364392,0.3568893735620364,0,0.0,0.33224417001509776,0.5322441700150977,0.33224417001509776
COMP_0158,5,0.5,0,1,0,0,1,0,0.13405517182973334,0.2316427851507176,0,0.0,0.14115734778063158,0.34115734778063156,0.14115734778063158
COMP_0159,20,8.018716521897518,1,0,0,0,1,0,0.051389773718654476,0.1823699848533739,0,0.0,0.20814549808078556,0.4081454980807856,0.20814549808078556
COMP_0160,5,3.508972608033451,0,1,0,0,0,0,0.18871632276277822,0.15569258085161508,0,0.0,0.08802087367594183,0.28802087367594187,0.08802087367594183
COMP_0161,22,3.385792631638467,1,0,0,0,0,0,0.20203305407150368,0.2675280905586616,0,0.0,0.3070191725765097,0.5070191725765096,0.3070191725765097
COMP_0162,30,0.7287959940540718,0,1,0,0,0,0,0.14611053545795327,0.2768182712304036,1,17087429.236272268,0.20647920118956584,0.4064792011895658,0.4064792011895658
COMP_0163,6,3.2266109810042662,0,1,0,0,1,0,-0.023691837565214133,0.15026591954993004,0,0.0,0.11734093179305755,0.31734093179305756,0.11734093179305755
COMP_0164,26,1.5019546946875764,1,0,0,0,1,0,0.14149011482667712,0.35668389346512946,1,4708258.422153984,0.33956499222097253,0.5395649922209725,0.5395649922209725
COMP_0165,16,3.1600534070617092,0,0,0,1,0,0,0.2793220976238219,0.263941030394797,0,0.0,0.3183985980366453,0.5183985980366452,0.3183985980366453
COMP_0166,23,0.5,0,0,1,0,0,0,0.010505641208240477,0.2335558758455393,0,0.0,0.33925410599818373,0.5392541059981837,0.33925410599818373
COMP_0167,55,3.2174769553975695,0,0,0,0,1,0,0.4146909008698647,0.3798544776295846,0,0.0,0.28337478312517395,0.48337478312517396,0.28337478312517395
COMP_0168,10,15.0,0,1,0,1,0,0,0.021155359902192347,0.07129838957417388,0,0.0,0.012133081187151486,0.2121330811871515,0.012133081187151486
COMP_0169,6,0.5,0,0,0,0,0,0,0.10486105200102044,0.1415166320950996,0,0.0,0.15608828325225627,0.3560882832522563,0.15608828325225627
